gene	seqnames	start	end	strand	name	locus	locus_alt	synonyms	product
SLL0027-AS	chromosome	3176443	3176606	+	sll0027-as	sll0027-as	NA	NA	SLL0027-AS-RNA
SGL_RS16590	chromosome	3176544	3178067	-	ndhD4	sll0027	SGL_RS16590	RS16590	ferredoxin-plastoquinone oxidoreductase subunit D4
SGL_RS16595	chromosome	3178232	3180136	-	ndhF4	sll0026	SGL_RS16595	RS16595	ferredoxin-plastoquinone oxidoreductase subunit F4
SLL0026-AS	chromosome	3178751	3178804	+	sll0026-as	sll0026-as	NA	NA	SLL0026-AS-RNA
SGL_RS20175	chromosome	3180203	3180334	-	SGL_RS20175	SGL_RS20175	NA	RS20175	hypothetical protein
SGL_RS16600	chromosome	3180381	3181415	-	sll0518	sll0518	SGL_RS16600	RS16600	hypothetical protein
SLL0518-AS	chromosome	3181479	3181589	+	sll0518-as	sll0518-as	NA	NA	SLL0518-AS-RNA
SGL_RS16605	chromosome	3181709	3182014	-	rbp1	sll0517	SGL_RS16605	RS16605 // rbpA	RNA-binding protein 1
NCL1610	chromosome	3182202	3182261	-	ncl1610	ncl1610	NA	NA	NCL1610-RNA
SGL_RS16610	chromosome	3182316	3183008	+	chlM	slr0525	SGL_RS16610	RS16610 // bchM	magnesium protoporphyrin IX methyltransferase
SGL_RS16615	chromosome	3183015	3183797	+	panB	slr0526	SGL_RS16615	RS16615	3-methyl-2-oxobutanoate hydroxymethyltransferase
SGL_RS16620	chromosome	3183874	3184572	+	queC	slr0527	SGL_RS16620	RS16620	7-cyano-7-deazaguanine synthase QueC
SGL_RS16625	chromosome	3184734	3186251	+	murE	slr0528	SGL_RS16625	RS16625	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
SLR0528-AS	chromosome	3186216	3186460	-	slr0528-as	slr0528-as	NA	NA	SLR0528-AS-RNA
SGL_RS16630	chromosome	3186380	3188044	-	sll0514	sll0514	SGL_RS16630	RS16630	MBL fold metallo-hydrolase
SGL_RS20180	chromosome	3188106	3188228	-	ndhP	sml0013	SGL_RS20180	RS20180	ferredoxin-plastoquinone oxidoreductase subunit P
SGL_RS16640	chromosome	3188484	3189749	+	ggtB	slr0529	SGL_RS16640	RS16640	glucosylglycerol ABC transporter substrate-binding protein
SLR0529-AS	chromosome	3189166	3189260	-	slr0529-as	slr0529-as	NA	NA	SLR0529-AS-RNA
SGL_RS16645	chromosome	3189798	3190769	+	ggtC	slr0530	SGL_RS16645	RS16645	glucosylglycerol ABC transporter permease
SGL_RS16650	chromosome	3190769	3191665	+	ggtD	slr0531	SGL_RS16650	RS16650	glucosylglycerol ABC transporter permease
SGL_RS16655	chromosome	3191662	3192477	-	sll0513	sll0513	SGL_RS16655	RS16655	phytoene/squalene synthase family protein
SLL0513-AS	chromosome	3192049	3192123	+	sll0513-as	sll0513-as	NA	NA	SLL0513-AS-RNA
SGL_RS16660	chromosome	3192783	3193901	+	hik10	slr0533	SGL_RS16660	RS16660	sensor histidine kinase Hik10
SLR0534-AS3	chromosome	3193827	3194014	-	slr0534-as3	slr0534-as3	NA	NA	SLR0534-AS3-RNA
SGL_RS16665	chromosome	3194024	3196543	+	slr0534	slr0534	SGL_RS16665	RS16665	transglycosylase SLT domain-containing protein
SLR0534-AS2	chromosome	3194130	3194185	-	slr0534-as2	slr0534-as2	NA	NA	SLR0534-AS2-RNA
SLR0534-AS	chromosome	3194262	3194316	-	slr0534-as	slr0534-as	NA	NA	SLR0534-AS-RNA
SGL_RS16670	chromosome	3196784	3198625	+	spr	slr0535	SGL_RS16670	RS16670	tripeptidyl-protease
SLR0535-AS	chromosome	3197322	3197398	-	slr0535-as	slr0535-as	NA	NA	SLR0535-AS-RNA
SGL_RS16675	chromosome	3198732	3199784	+	hemE	slr0536	SGL_RS16675	RS16675	uroporphyrinogen decarboxylase
SLR0536-AS	chromosome	3198764	3198828	-	slr0536-as	slr0536-as	NA	NA	SLR0536-AS-RNA
SLR0536-AS2	chromosome	3198859	3198960	-	slr0536-as2	slr0536-as2	NA	NA	SLR0536-AS2-RNA
SGL_RS16680	chromosome	3199931	3200839	-	sll0509	sll0509	SGL_RS16680	RS16680	DUF4922 domain-containing protein
SGL_RS16685	chromosome	3200941	3201453	-	sll0508	sll0508	SGL_RS16685	RS16685	hypothetical protein
SLR0537-AS	chromosome	3201594	3201642	-	slr0537-as	slr0537-as	NA	NA	SLR0537-AS-RNA
SGL_RS16690	chromosome	3201689	3202690	+	slr0537	slr0537	SGL_RS16690	RS16690	adenosine kinase
SGL_RS16695	chromosome	3202700	3203863	-	corA	sll0507	SGL_RS16695	RS16695	magnesium/cobalt transporter CorA
SGL_RS16700	chromosome	3203995	3204744	-	uppS	sll0506	SGL_RS16700	RS16700	undecaprenyl diphosphate synthase
SGL_RS16705	chromosome	3204741	3205652	-	cdaA	sll0505	SGL_RS16705	RS16705	diadenylate cyclase CdaA
SLL0505-AS2	chromosome	3204912	3204949	+	sll0505-as2	sll0505-as2	NA	NA	SLL0505-AS2-RNA
SLL0505-AS	chromosome	3205640	3205683	+	sll0505-as	sll0505-as	NA	NA	SLL0505-AS-RNA
SGL_RS16710	chromosome	3205695	3207104	-	lysA	sll0504	SGL_RS16710	RS16710	diaminopimelate decarboxylase
NCL1620	chromosome	3207177	3207213	-	ncl1620	ncl1620	NA	NA	NCL1620-RNA
SLL0503-AS	chromosome	3207224	3207603	+	sll0503-as	sll0503-as	NA	NA	SLL0503-AS-RNA
SGL_RS16715	chromosome	3207273	3208697	-	sll0503	sll0503	SGL_RS16715	RS16715	GTP-binding protein
SLL0503-AS2	chromosome	3207276	3207603	+	sll0503-as2	sll0503-as2	NA	NA	SLL0503-AS2-RNA
SGL_RS16720	chromosome	3208699	3210453	-	argS	sll0502	SGL_RS16720	RS16720	arginine--tRNA ligase
SGL_RS16725	chromosome	3210651	3211607	-	gtrB	sll0501	SGL_RS16725	RS16725	glycosyltransferase GtrB
SLL0501-AS	chromosome	3210886	3210905	+	sll0501-as	sll0501-as	NA	NA	SLL0501-AS-RNA
SGL_RS20185	chromosome	3211680	3211808	-	SGL_RS20185	SGL_RS20185	NA	RS20185	hypothetical protein
SLR0541-AS	chromosome	3211708	3211792	-	slr0541-as	slr0541-as	NA	NA	SLR0541-AS-RNA
SGL_RS16730	chromosome	3211809	3212519	+	slr0541	slr0541	SGL_RS16730	RS16730	gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
SGL_RS16735	chromosome	3212599	3213195	+	clpP1	slr0542	SGL_RS16735	RS16735	ATP-dependent Clp endopeptidase proteolytic subunit ClpP
SLR0542-AS	chromosome	3212937	3213019	-	slr0542-as	slr0542-as	NA	NA	SLR0542-AS-RNA
SGL_RS16740	chromosome	3213273	3214511	+	trpB	slr0543	SGL_RS16740	RS16740	tryptophan synthase subunit beta
SGL_RS16745	chromosome	3214582	3217554	-	sll0499	sll0499	SGL_RS16745	RS16745	CHAT domain-containing protein
SGL_RS16750	chromosome	3217856	3218656	+	slr0544	slr0544	SGL_RS16750	RS16750	ABC transporter ATP-binding protein
SLL0498-AS	chromosome	3218666	3218798	+	sll0498-as	sll0498-as	NA	NA	SLL0498-AS-RNA
SGL_RS16755	chromosome	3218680	3219132	-	sll0498	sll0498	SGL_RS16755	RS16755	TM2 domain-containing protein
SGL_RS16760	chromosome	3219159	3219980	-	sll0497	sll0497	SGL_RS16760	RS16760	DUF3598 family protein
SGL_RS16765	chromosome	3220163	3221107	+	slr0545	slr0545	SGL_RS16765	RS16765	aldo/keto reductase
SGL_RS16770	chromosome	3221252	3222433	-	sll0496	sll0496	SGL_RS16770	RS16770	LptF/LptG family permease
SGL_RS16775	chromosome	3222477	3223865	-	asnS	sll0495	SGL_RS16775	RS16775	asparagine--tRNA ligase
SGL_RS20190	chromosome	3223896	3224027	+	SGL_RS20190	SGL_RS20190	NA	RS20190	hypothetical protein
SGL_RS16780	chromosome	3224058	3224139	+	SGL_RS16780	SGL_RS16780	NA	RS16780 // ST6803t37	tRNA-Tyr
SGL_RS16785	chromosome	3224148	3224219	+	SGL_RS16785	SGL_RS16785	NA	RS16785 // ST6803t38	tRNA-Thr
SGL_RS16790	chromosome	3224430	3225410	-	sll0494	sll0494	SGL_RS16790	RS16790	hypothetical protein
SGL_RS16795	chromosome	3225629	3226315	-	ktrA	sll0493	SGL_RS16795	RS16795	TrkA family potassium uptake protein
SGL_RS16800	chromosome	3226341	3227267	-	argF	sll0902	SGL_RS16800	RS16800	ornithine carbamoyltransferase
SGL_RS16805	chromosome	3227380	3227910	-	purE	sll0901	SGL_RS16805	RS16805	5-(carboxyamino)imidazole ribonucleotide mutase
SGL_RS16810	chromosome	3228011	3228376	+	ssb	slr0925	SGL_RS16810	RS16810	single-stranded DNA-binding protein
SGL_RS16815	chromosome	3228464	3228694	+	ssr1552	ssr1552	SGL_RS16815	RS16815	hypothetical protein
SGL_RS16820	chromosome	3228713	3229591	+	plqA	slr0926	SGL_RS16820	RS16820	4-hydroxybenzoate-nonaprenyl transferase
NCR1580	chromosome	3229658	3229745	+	ncr1580	ncr1580	NA	NA	NCR1580-RNA
SGL_RS16825	chromosome	3229781	3230839	+	psbD2	slr0927	SGL_RS16825	RS16825	photosystem II D2 protein
SGL_RS16830	chromosome	3230964	3231551	+	slr0929	slr0929	SGL_RS16830	RS16830	ParA family protein
SGL_RS16835	chromosome	3231570	3232880	+	slr0930	slr0930	SGL_RS16835	RS16835	ATP-binding protein
SLR0930-AS	chromosome	3232555	3232712	-	slr0930-as	slr0930-as	NA	NA	SLR0930-AS-RNA
SGL_RS16840	chromosome	3232903	3233181	+	ssr1558	ssr1558	SGL_RS16840	RS16840	TMEM165/GDT1 family protein
SSR1558-AS	chromosome	3233112	3233167	-	ssr1558-as	ssr1558-as	NA	NA	SSR1558-AS-RNA
SGL_RS16845	chromosome	3233178	3233810	-	hisG	sll0900	SGL_RS16845	RS16845	ATP phosphoribosyltransferase catalytic subunit
SGL_RS16850	chromosome	3233817	3235187	-	glmU	sll0899	SGL_RS16850	RS16850	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
SLL0899-AS2	chromosome	3234051	3234142	+	sll0899-as2	sll0899-as2	NA	NA	SLL0899-AS2-RNA
SLL0899-AS	chromosome	3234634	3234694	+	sll0899-as	sll0899-as	NA	NA	SLL0899-AS-RNA
SSR1562-AS2	chromosome	3235217	3235444	-	ssr1562-as2	ssr1562-as2	NA	NA	SSR1562-AS2-RNA
SGL_RS16855	chromosome	3235430	3235681	+	ssr1562	ssr1562	SGL_RS16855	RS16855	DUF4327 family protein
SSR1562-AS	chromosome	3235521	3235559	-	ssr1562-as	ssr1562-as	NA	NA	SSR1562-AS-RNA
SGL_RS16860	chromosome	3235747	3236856	-	rsgA	sll0898	SGL_RS16860	RS16860	small ribosomal subunit biogenesis GTPase RsgA
SLL0898-AS	chromosome	3235777	3235920	+	sll0898-as	sll0898-as	NA	NA	SLL0898-AS-RNA
SGL_RS16865	chromosome	3236875	3237129	-	ssl1707	ssl1707	SGL_RS16865	RS16865	sulfurtransferase TusA family protein
SGL_RS16870	chromosome	3237126	3238259	-	dnaJ	sll0897	SGL_RS16870	RS16870	type I DnaJ molecular chaperone
SGL_RS16875	chromosome	3238366	3238869	-	ruvC	sll0896	SGL_RS16875	RS16875	crossover junction endodeoxyribonuclease RuvC
SGL_RS16880	chromosome	3238874	3239749	-	sll0895	sll0895	SGL_RS16880	RS16880	3'(2'),5'-bisphosphate nucleotidase CysQ
SGL_RS20195	chromosome	3239886	3240017	-	SGL_RS20195	SGL_RS20195	NA	RS20195	hypothetical protein
NCL1630	chromosome	3239977	3240098	-	ncl1630	ncl1630	NA	NA	NCL1630-RNA
SGL_RS16890	chromosome	3240182	3241069	+	trpC	slr0546	SGL_RS16890	RS16890	indole-3-glycerol phosphate synthase TrpC
SGL_RS16895	chromosome	3241090	3242715	-	amt3	sll0537	SGL_RS16895	RS16895	ammonium transporter
SGL_RS16900	chromosome	3242712	3243782	-	sll0536	sll0536	SGL_RS16900	RS16900	potassium channel protein
NCL1640	chromosome	3243923	3243965	-	ncl1640	ncl1640	NA	NA	NCL1640-RNA
SGL_RS16905	chromosome	3244080	3245417	-	clpX	sll0535	SGL_RS16905	RS16905	ATP-dependent protease ATP-binding subunit ClpX
SGL_RS16910	chromosome	3245422	3246102	-	clpP2	sll0534	SGL_RS16910	RS16910	ATP-dependent Clp endopeptidase proteolytic subunit ClpP
NCL1650	chromosome	3246135	3246233	-	ncl1650	ncl1650	NA	NA	NCL1650-RNA
SGL_RS19495	chromosome	3246232	3246387	+	SGL_RS19495	SGL_RS19495	NA	RS19495	hypothetical protein
SGL_RS16915	chromosome	3246402	3247817	-	tig	sll0533	SGL_RS16915	RS16915	trigger factor
NCR1590	chromosome	3247938	3248085	+	ncr1590	ncr1590	NA	NA	NCR1590-RNA
SGL_RS16920	chromosome	3248311	3249327	+	asd	slr0549	SGL_RS16920	RS16920	aspartate-semialdehyde dehydrogenase
SGL_RS16925	chromosome	3249387	3250292	+	dapA	slr0550	SGL_RS16925	RS16925	4-hydroxy-tetrahydrodipicolinate synthase
NCR1600	chromosome	3250531	3250777	+	ncr1600	ncr1600	NA	NA	NCR1600-RNA
SGL_RS16930	chromosome	3250986	3252908	+	slr0551	slr0551	SGL_RS16930	RS16930	ribonuclease J
SLR0551-AS	chromosome	3251209	3251261	-	slr0551-as	slr0551-as	NA	NA	SLR0551-AS-RNA
SGL_RS16935	chromosome	3252993	3253727	+	slr0552	slr0552	SGL_RS16935	RS16935	hypothetical protein
SGL_RS16940	chromosome	3253810	3254415	+	coaE	slr0553	SGL_RS16940	RS16940	dephospho-CoA kinase
SGL_RS16945	chromosome	3254600	3257671	+	slr0554	slr0554	SGL_RS16945	RS16945	DUF3854 domain-containing protein
SGL_RS16950	chromosome	3257693	3259888	-	pket2	sll0529	SGL_RS16950	RS16950	phosphoketolase
SGL_RS16955	chromosome	3260137	3261276	-	sll0528	sll0528	SGL_RS16955	RS16955	transmembrane metallopeptidase
SGL_RS16960	chromosome	3261406	3262062	+	slr0556	slr0556	SGL_RS16960	RS16960	YggS family pyridoxal phosphate-dependent enzyme
SLR0556-AS	chromosome	3261749	3261854	-	slr0556-as	slr0556-as	NA	NA	SLR0556-AS-RNA
SGL_RS16965	chromosome	3262064	3262459	-	vapC9	sll0525	SGL_RS16965	RS16965	endoribonuclease VapC9
SGL_RS16970	chromosome	3262471	3262749	-	vapB9	ssl1004	SGL_RS16970	RS16970	antitoxin VapB9
SGL_RS16975	chromosome	3262819	3264162	-	sll0524	sll0524	SGL_RS16975	RS16975	FIST C-terminal domain-containing protein
SLL0524-AS	chromosome	3262984	3263070	+	sll0524-as	sll0524-as	NA	NA	SLL0524-AS-RNA
SGL_RS16980	chromosome	3264290	3267022	+	valS	slr0557	SGL_RS16980	RS16980	valine--tRNA ligase
SLR0557-AS	chromosome	3265250	3265382	-	slr0557-as	slr0557-as	NA	NA	SLR0557-AS-RNA
SGL_RS16985	chromosome	3267244	3267549	-	ndhE	sll0522	SGL_RS16985	RS16985	ferredoxin-plastoquinone oxidoreductase subunit E
SGL_RS16990	chromosome	3267695	3268291	-	ndhG	sll0521	SGL_RS16990	RS16990	ferredoxin-plastoquinone oxidoreductase subunit G
SGL_RS16995	chromosome	3268386	3268967	-	ndhI	sll0520	SGL_RS16995	RS16995	ferredoxin-plastoquinone oxidoreductase subunit I
SGL_RS17000	chromosome	3269078	3270196	-	ndhA	sll0519	SGL_RS17000	RS17000	ferredoxin-plastoquinone oxidoreductase subunit A
SGL_RS17005	chromosome	3270451	3271596	+	pyrD	slr1418	SGL_RS17005	RS17005	quinone-dependent dihydroorotate dehydrogenase
SGL_RS17010	chromosome	3271699	3272178	+	sufE	slr1419	SGL_RS17010	RS17010	sulfur transfer protein SufE
SGL_RS17015	chromosome	3272165	3273442	+	slr1420	slr1420	SGL_RS17015	RS17015	ribulokinase
SGL_RS17020	chromosome	3273509	3273664	+	ssr2377	ssr2377	SGL_RS17020	RS17020	type II toxin-antitoxin system HicB family antitoxin
SGL_RS17025	chromosome	3273693	3274016	+	slr1421	slr1421	SGL_RS17025	RS17025	DUF4258 domain-containing protein
SGL_RS17030	chromosome	3274013	3274231	+	SGL_RS17030	SGL_RS17030	NA	RS17030	hypothetical protein
NCR1610	chromosome	3274187	3274214	+	ncr1610	ncr1610	NA	NA	NCR1610-RNA
SLL1344-AS	chromosome	3274475	3274575	+	sll1344-as	sll1344-as	NA	NA	SLL1344-AS-RNA
SGL_RS17035	chromosome	3274546	3275238	-	sll1344	sll1344	SGL_RS17035	RS17035	hypothetical protein
SGL_RS17040	chromosome	3275314	3277923	-	ape2	sll1343	SGL_RS17040	RS17040 // pepN	alanyl aminopeptidase
SGL_RS17045	chromosome	3278122	3279135	-	gap2	sll1342	SGL_RS17045	RS17045	type I glyceraldehyde-3-phosphate dehydrogenase monomer
SGL_RS17050	chromosome	3279390	3280907	+	murC	slr1423	SGL_RS17050	RS17050	UDP-N-acetylmuramate--L-alanine ligase
SGL_RS17055	chromosome	3280979	3281932	+	murB	slr1424	SGL_RS17055	RS17055	UDP-N-acetylmuramate dehydrogenase
SGL_RS17060	chromosome	3281954	3282307	+	slr1425	slr1425	SGL_RS17060	RS17060	hypothetical protein
SGL_RS17065	chromosome	3282442	3282912	-	bfrA	sll1341	SGL_RS17065	RS17065	bacterioferritin A
SLL1341-AS	chromosome	3282846	3283042	+	sll1341-as	sll1341-as	NA	NA	SLL1341-AS-RNA
SGL_RS17070	chromosome	3283104	3283406	-	sll1340	sll1340	SGL_RS17070	RS17070	DUF3146 family protein
SGL_RS17075	chromosome	3283467	3284165	+	recR	slr1426	SGL_RS17075	RS17075	recombination mediator RecR
SGL_RS17080	chromosome	3284283	3284810	-	sll1338	sll1338	SGL_RS17080	RS17080	hypothetical protein
SLL1338-AS	chromosome	3284756	3284818	+	sll1338-as	sll1338-as	NA	NA	SLL1338-AS-RNA
NCR1620	chromosome	3284930	3285034	+	ncr1620	ncr1620	NA	NA	NCR1620-RNA
SGL_RS17085	chromosome	3285051	3287168	-	argZ	sll1336	SGL_RS17085	RS17085	arginine dihydrolase
SGL_RS17090	chromosome	3287339	3289264	+	slr1428	slr1428	SGL_RS17090	RS17090	GTPase family protein
SGL_RS17095	chromosome	3289256	3290785	-	sll1334	sll1334	SGL_RS17095	RS17095	two-component sensor histidine kinase
SLL1334-AS2	chromosome	3290491	3290542	+	sll1334-as2	sll1334-as2	NA	NA	SLL1334-AS2-RNA
SLL1334-AS	chromosome	3290574	3290796	+	sll1334-as	sll1334-as	NA	NA	SLL1334-AS-RNA
NCR1630	chromosome	3290910	3291046	+	ncr1630	ncr1630	NA	NA	NCR1630-RNA
SGL_RS17100	chromosome	3291097	3291966	+	slr1429	slr1429	SGL_RS17100	RS17100	SWIM zinc finger family protein
SGL_RS17105	chromosome	3292004	3292089	-	SGL_RS17105	SGL_RS17105	NA	RS17105 // ST6803t39	tRNA-Leu
SGL_RS17110	chromosome	3292177	3292884	-	sll1333	sll1333	SGL_RS17110	RS17110	hypothetical protein
SLR1431-AS	chromosome	3293074	3293093	-	slr1431-as	slr1431-as	NA	NA	SLR1431-AS-RNA
SGL_RS17115	chromosome	3293078	3294505	+	slr1431	slr1431	SGL_RS17115	RS17115	DUF3370 domain-containing protein
SLR1431-AS2	chromosome	3293671	3293712	-	slr1431-as2	slr1431-as2	NA	NA	SLR1431-AS2-RNA
SGL_RS17120	chromosome	3294498	3295250	-	nrrA	sll1330	SGL_RS17120	RS17120 // rre37	response regulator transcription factor NrrA
SGL_RS17125	chromosome	3295580	3296386	-	sll1329	sll1329	SGL_RS17125	RS17125	inositol monophosphatase family protein
SGL_RS17130	chromosome	3296462	3297247	+	slr1451	slr1451	SGL_RS17130	RS17130	hypothetical protein
SGL_RS17135	chromosome	3297312	3298097	-	sll1367	sll1367	SGL_RS17135	RS17135	Crp/Fnr family transcriptional regulator
SGL_RS17140	chromosome	3298326	3299384	+	sbpA	slr1452	SGL_RS17140	RS17140	sulfate ABC transporter substrate-binding protein
SGL_RS17145	chromosome	3299421	3299714	+	ssr2439	ssr2439	SGL_RS17145	RS17145	NIL domain-containing protein
SSR2439-AS	chromosome	3299434	3299500	-	ssr2439-as	ssr2439-as	NA	NA	SSR2439-AS-RNA
SGL_RS17150	chromosome	3299716	3300576	+	cysT	slr1453	SGL_RS17150	RS17150	sulfate ABC transporter permease subunit CysT
SLR1453-AS	chromosome	3300050	3300117	-	cysT	slr1453-as	NA	NA	cysT
SGL_RS17155	chromosome	3300563	3301393	+	cysW	slr1454	SGL_RS17155	RS17155	sulfate ABC transporter permease subunit CysW
SGL_RS17160	chromosome	3301555	3302622	+	cysA	slr1455	SGL_RS17160	RS17160	sulfate/molybdate ABC transporter ATP-binding protein
SLR1455-AS	chromosome	3301573	3301607	-	slr1455-as	slr1455-as	NA	NA	SLR1455-AS-RNA
SGL_RS06555	chromosome	3302812	3303339	+	pilA4	slr1456	SGL_RS17165	RS17165	pilin-like protein PilA4
SGL_RS17170	chromosome	3303481	3304680	+	slr1457	slr1457	SGL_RS17170	RS17170	chromate transporter
SLR1459-AS	chromosome	3304693	3304834	-	slr1459-as	slr1459-as	NA	NA	SLR1459-AS-RNA
SGL_RS17175	chromosome	3304872	3305381	+	apcF	slr1459	SGL_RS17175	RS17175	allophycocyanin subunit beta-18
SGL_RS17180	chromosome	3305654	3308773	-	sll1366	sll1366	SGL_RS17180	RS17180	DEAD/DEAH box helicase
SGL_RS17185	chromosome	3308878	3309474	+	slr1461	slr1461	SGL_RS17185	RS17185	rhomboid family intramembrane serine protease
SGL_RS17190	chromosome	3309530	3311431	-	sll1365	sll1365	SGL_RS17190	RS17190	PP2C family protein-serine/threonine phosphatase
SGL_RS17195	chromosome	3311660	3313345	+	slr1462	slr1462	SGL_RS17195	RS17195	GTP-binding protein
SLR1462-AS	chromosome	3313207	3313275	-	slr1462-as	slr1462-as	NA	NA	SLR1462-AS-RNA
NCR1640	chromosome	3313517	3313586	+	ncr1640	ncr1640	NA	NA	NCR1640-RNA
SGL_RS17200	chromosome	3313667	3315754	+	fusB	slr1463	SGL_RS17200	RS17200	elongation factor G FusB
SGL_RS17205	chromosome	3315938	3316735	+	slr1464	slr1464	SGL_RS17205	RS17205	radical SAM protein
SGL_RS18440	chromosome	3316759	3317157	-	ssrA	SGL_RS18440	NA	RS18440	transfer-messenger RNA // transfer-messenger RNA
NCL1670	chromosome	3316762	3316888	-	ncl1670	ncl1670	NA	NA	NCL1670-RNA
SGL_RS17210	chromosome	3317363	3317593	-	nfu	ssl2667	SGL_RS17210	RS17210 // nifU	[2Fe-2S] scaffold protein Nfu monomer
SGL_RS17215	chromosome	3317701	3318696	-	ilvC	sll1363	SGL_RS17215	RS17215	ketol-acid reductoisomerase
SLL1363-AS	chromosome	3318237	3318360	+	sll1363-as	sll1363-as	NA	NA	SLL1363-AS-RNA
SGL_RS17220	chromosome	3318829	3319212	+	slr0651	slr0651	SGL_RS17220	RS17220	DUF4346 domain-containing protein
SGL_RS17225	chromosome	3319281	3320051	+	hisA	slr0652	SGL_RS17225	RS17225	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
SGL_RS17230	chromosome	3320075	3321736	-	nadB	sll0631	SGL_RS17230	RS17230	L-aspartate oxidase
SGL_RS17235	chromosome	3321844	3322281	-	sll0630	sll0630	SGL_RS17235	RS17235	hypothetical protein
SGL_RS17240	chromosome	3322377	3322649	-	psaK2	sll0629	SGL_RS17240	RS17240	photosystem I reaction center subunit PsaK 2
NCL1690	chromosome	3322876	3322944	-	ncl1690	ncl1690	NA	NA	NCL1690-RNA
NCR1650	chromosome	3323053	3323187	+	ncr1650	ncr1650	NA	NA	NCR1650-RNA
SGL_RS17245	chromosome	3323275	3324552	+	sigA	slr0653	SGL_RS17245	RS17245 // rpoDI	principal RNA polymerase sigma factor SigA
SGL_RS17250	chromosome	3325053	3326541	+	SGL_RS17250	SGL_RS17250	SGL_RS17250	RS17250 // ST6803r04	16S ribosomal RNA // 16S ribosomal RNA
SGL_RS17255	chromosome	3326684	3326757	+	SGL_RS17255	SGL_RS17255	NA	RS17255 // ST6803t40	tRNA-Ile
SGL_RS17260	chromosome	3327007	3329890	+	SGL_RS17260	SGL_RS17260	NA	RS17260 // ST6803r05	23S ribosomal RNA // 23S ribosomal RNA
SGL_RS17265	chromosome	3329963	3330080	+	rrf	SGL_RS17265	NA	RS17265 // ST6803r06	5S ribosomal RNA // 5S ribosomal RNA
NCL1700	chromosome	3330092	3330142	-	ncl1700	ncl1700	NA	NA	NCL1700-RNA
NCR1660	chromosome	3330165	3330233	+	ncr1660	ncr1660	NA	NA	NCR1660-RNA
SGL_RS17270	chromosome	3330281	3331042	+	slr0654	slr0654	SGL_RS17270	RS17270	hypothetical protein
SLR0654-AS	chromosome	3330712	3330853	-	slr0654-as	slr0654-as	NA	NA	SLR0654-AS-RNA
SGL_RS17275	chromosome	3331045	3331587	+	slr0655	slr0655	SGL_RS17275	RS17275	DUF427 domain-containing protein
SLR0655-AS	chromosome	3331148	3331305	-	slr0655-as	slr0655-as	NA	NA	SLR0655-AS-RNA
SGL_RS17280	chromosome	3331625	3332821	+	slr0656	slr0656	SGL_RS17280	RS17280	GNAT family N-acetyltransferase
SGL_RS17285	chromosome	3333014	3333097	-	SGL_RS17285	SGL_RS17285	NA	RS17285 // ST6803t41	tRNA-Leu
SGL_RS17290	chromosome	3333244	3335046	+	lysC	slr0657	SGL_RS17290	RS17290	aspartate kinase
SGL_RS17295	chromosome	3335247	3336242	+	slr0658	slr0658	SGL_RS17295	RS17295	toll/interleukin-1 receptor domain-containing protein
SLR0658-AS3	chromosome	3335276	3335414	-	slr0658-as3	slr0658-as3	NA	NA	SLR0658-AS3-RNA
SLR0658-AS	chromosome	3335828	3335901	-	slr0658-as	slr0658-as	NA	NA	SLR0658-AS-RNA
SLR0658-AS2	chromosome	3335907	3335969	-	slr0658-as2	slr0658-as2	NA	NA	SLR0658-AS2-RNA
NCR1670	chromosome	3336297	3336367	+	ncr1670	ncr1670	NA	NA	NCR1670-RNA
